Date,Open,High,Low,Close,Volume_USD,Circulating_Supply_Est,Market_Cap_Est
2021-07-01,35035.984375,35035.984375,32883.78125,33572.1171875,37838957079,18718400.0,628416318362.5
2021-07-02,33549.6015625,33939.58984375,32770.6796875,33897.046875,38728974942,18719300.0,634528989567.1875
2021-07-03,33854.421875,34909.26171875,33402.6953125,34668.546875,24383958643,18720200.0,649002131209.375
2021-07-04,34665.56640625,35937.56640625,34396.4765625,35287.78125,24924307911,18721100.0,660626081559.375
2021-07-05,35284.34375,35284.34375,33213.66015625,33746.00390625,26721554282,18722000.0,631792685132.8125
2021-07-06,33723.5078125,35038.53515625,33599.91796875,34235.1953125,26501259870,18722900.0,640982138316.4062
2021-07-07,34225.6796875,34997.6640625,33839.2890625,33855.328125,24796027477,18723800.0,633900392746.875
2021-07-08,33889.60546875,33907.90625,32133.18359375,32877.37109375,29910396946,18724700.0,615618910519.1406
2021-07-09,32861.671875,34042.29296875,32318.880859375,33798.01171875,27436021028,18725600.0,632888048240.625
2021-07-10,33811.2421875,34209.0703125,33116.01171875,33520.51953125,22971873468,18726500.0,627722009001.9531
2021-07-11,33509.078125,34584.703125,33346.73828125,34240.1875,20108729370,18727400.0,641229687387.5
2021-07-12,34254.015625,34592.15625,32697.30859375,33155.84765625,24321499537,18728300.0,620952661660.5469
2021-07-13,33125.46875,33327.1015625,32261.419921875,32702.025390625,19120856669,18729200.0,612482773946.0938
2021-07-14,32723.845703125,33061.3984375,31639.125,32822.34765625,21376531210,18730100.0,614765853836.3281
2021-07-15,32827.875,33159.640625,31175.708984375,31780.73046875,21300524237,18731000.0,595284862410.1562
2021-07-16,31841.55078125,32218.40625,31100.673828125,31421.5390625,23699476918,18731900.0,588585127564.8438
2021-07-17,31397.30859375,31935.9453125,31223.990234375,31533.068359375,18895018942,18732800.0,590702662962.5
2021-07-18,31533.884765625,32398.99609375,31215.4921875,31796.810546875,18787986667,18733700.0,595671909741.9922
2021-07-19,31800.01171875,31885.859375,30563.734375,30817.83203125,20434789545,18734600.0,577359755972.6562
2021-07-20,30838.28515625,31006.1875,29360.955078125,29807.34765625,23148267245,18735500.0,558455562013.6719
2021-07-21,29796.28515625,32752.326171875,29526.18359375,32110.693359375,28203024559,18736400.0,601638795058.5938
2021-07-22,32138.873046875,32576.400390625,31745.298828125,32313.10546875,19555230518,18737300.0,605460351099.6094
2021-07-23,32305.958984375,33581.55078125,32057.892578125,33581.55078125,22552046192,18738200.0,629257814849.2188
2021-07-24,33593.73046875,34490.390625,33424.859375,34292.4453125,21664706865,18739100.0,642609561955.4688
2021-07-25,34290.29296875,35364.92578125,33881.8359375,35350.1875,20856685287,18740000.0,662462513750.0
2021-07-26,35384.03125,40499.67578125,35287.3125,37337.53515625,51022126212,18740900.0,699739012609.7656
2021-07-27,37276.03515625,39406.94140625,36441.7265625,39406.94140625,35097370560,18741800.0,738557014447.6562
2021-07-28,39503.1875,40816.0703125,38862.4375,39995.90625,38702404695,18742700.0,749631272071.875
2021-07-29,39995.453125,40593.0703125,39352.05859375,40008.421875,27167146027,18743600.0,749901856256.25
2021-07-30,40027.484375,42235.546875,38397.35546875,42235.546875,33072782960,18744500.0,791684208398.4375
2021-07-31,42196.3046875,42231.44921875,41110.83203125,41626.1953125,25802845343,18745400.0,780299681610.9375
2021-08-01,41460.84375,42541.6796875,39540.94140625,39974.89453125,26688438115,18746300.0,749381365351.1719
2021-08-02,39907.26171875,40419.1796875,38746.34765625,39201.9453125,25595265436,18747200.0,734926709162.5
2021-08-03,39178.40234375,39750.03125,37782.05078125,38152.98046875,26189830450,18748100.0,715295893126.1719
2021-08-04,38213.33203125,39952.296875,37589.1640625,39747.50390625,25372562724,18749000.0,745225950738.2812
2021-08-05,39744.515625,41341.93359375,37458.00390625,40869.5546875,35185031017,18749900.0,766300063435.1562
2021-08-06,40865.8671875,43271.66015625,39932.1796875,42816.5,38226483046,18750800.0,802843628200.0
2021-08-07,42832.796875,44689.859375,42618.56640625,44555.80078125,40030862141,18751700.0,835497009509.7656
2021-08-08,44574.4375,45282.3515625,43331.91015625,43798.1171875,36302664750,18752600.0,821328572370.3125
2021-08-09,43791.92578125,46456.83203125,42848.6875,46365.40234375,38734079049,18753500.0,869513572853.5156
2021-08-10,46280.84765625,46637.98828125,44705.5546875,45585.03125,33546019517,18754400.0,854919910075.0
2021-08-11,45599.703125,46735.6328125,45351.7109375,45593.63671875,34319709073,18755300.0,855122334751.1719
2021-08-12,45576.87890625,46228.91015625,43861.4453125,44428.2890625,33723620826,18756200.0,833305875314.0625
2021-08-13,44439.69140625,47831.9765625,44282.41796875,47793.3203125,31744259539,18757100.0,896464088433.5938
2021-08-14,47810.6875,48098.68359375,46177.6328125,47096.9453125,31211354442,18758000.0,883444500171.875
2021-08-15,47096.66796875,47357.10546875,45579.58984375,47047.00390625,30988958446,18758900.0,882550041576.9531
2021-08-16,47019.9609375,47998.09765625,45700.3203125,46004.484375,32776876610,18759800.0,863034925978.125
2021-08-17,45936.45703125,47139.5703125,44512.41796875,44695.359375,33451362600,18760700.0,838516228626.5625
2021-08-18,44686.75,45952.0625,44364.02734375,44801.1875,32194123075,18761600.0,840541959400.0
2021-08-19,44741.8828125,46970.76171875,43998.31640625,46717.578125,37204312299,18762500.0,876538559570.3125
2021-08-20,46723.12109375,49342.15234375,46650.70703125,49339.17578125,34706867452,18763400.0,925770690853.9062
2021-08-21,49327.07421875,49717.01953125,48312.19921875,48905.4921875,40585205312,18764300.0,917677327053.9062
2021-08-22,48869.10546875,49471.609375,48199.94140625,49321.65234375,25370975378,18765200.0,925530670560.9375
2021-08-23,49291.67578125,50482.078125,49074.60546875,49546.1484375,34305053719,18766100.0,929787976192.9688
2021-08-24,49562.34765625,49878.76953125,47687.1171875,47706.1171875,35361168834,18767000.0,895300701257.8125
2021-08-25,47727.2578125,49202.87890625,47163.61328125,48960.7890625,32646349931,18767900.0,918891193046.0938
2021-08-26,49002.640625,49347.58203125,46405.78125,46942.21875,32666549568,18768800.0,881049115275.0
2021-08-27,46894.5546875,49112.78515625,46394.28125,49058.66796875,34511076995,18769700.0,920816480173.0469
2021-08-28,49072.5859375,49283.50390625,48499.23828125,48902.40234375,28568103401,18770600.0,917927433433.5938
2021-08-29,48911.25,49644.11328125,47925.85546875,48829.83203125,25889650240,18771500.0,916609191974.6094
2021-08-30,48834.8515625,48925.60546875,46950.2734375,47054.984375,31847007016,18772400.0,883334988681.25
2021-08-31,47024.33984375,48189.55078125,46750.09375,47166.6875,34730363427,18773300.0,885474374443.75
2021-09-01,47099.7734375,49111.08984375,46562.4375,48847.02734375,39139399125,18774200.0,917063860757.0312
2021-09-02,48807.84765625,50343.421875,48652.3203125,49327.72265625,39508070319,18775100.0,926132925643.3594
2021-09-03,49288.25,50982.2734375,48386.0859375,50025.375,43206179619,18776000.0,939276441000.0
2021-09-04,50009.32421875,50545.58203125,49548.78125,49944.625,37471327794,18776900.0,937805229162.5
2021-09-05,49937.859375,51868.6796875,49538.59765625,51753.41015625,30322676319,18777800.0,971815185232.0312
2021-09-06,51769.00390625,52700.94140625,51053.6796875,52633.53515625,38884105426,18778700.0,988389366638.6719
2021-09-07,52660.48046875,52853.765625,43285.20703125,46811.12890625,65210059683,18779600.0,879094276407.8125
2021-09-08,46827.76171875,47334.0546875,44561.39453125,46091.390625,49007762488,18780500.0,865619361632.8125
2021-09-09,45774.7421875,47261.94921875,45669.73828125,46391.421875,38672657013,18781400.0,871295850803.125
2021-09-10,46396.6640625,47031.7421875,44344.484375,44883.91015625,39154666597,18782300.0,843023065727.7344
2021-09-11,44869.83984375,45969.29296875,44818.265625,45201.45703125,34499835245,18783200.0,849028007709.375
2021-09-12,45206.62890625,46364.87890625,44790.4609375,46063.26953125,27881980161,18784100.0,865257061201.9531
2021-09-13,46057.21484375,46598.6796875,43591.3203125,44963.07421875,40969943253,18785000.0,844631349199.2188
2021-09-14,44960.05078125,47218.125,44752.33203125,47092.4921875,38652152880,18785900.0,884674848985.1562
2021-09-15,47098.0,48450.46875,46773.328125,48176.34765625,30484496466,18786800.0,905079408148.4375
2021-09-16,48158.90625,48486.828125,47079.55859375,47783.359375,31764293754,18787700.0,897739420929.6875
2021-09-17,47771.00390625,48160.921875,46832.5234375,47267.51953125,28727713711,18788600.0,888090517464.8438
2021-09-18,47273.52734375,48791.78125,47087.28515625,48278.36328125,28575630451,18789500.0,907126306873.0469
2021-09-19,48268.85546875,48328.3671875,46919.8046875,47260.21875,26967722648,18790400.0,888038414400.0
2021-09-20,47261.40625,47328.19921875,42598.9140625,42843.80078125,43909845642,18791300.0,805090713620.7031
2021-09-21,43012.234375,43607.609375,39787.609375,40693.67578125,48701090088,18792200.0,764723694016.4062
2021-09-22,40677.953125,43978.62109375,40625.6328125,43574.5078125,38139709246,18793100.0,818900082771.0938
2021-09-23,43560.296875,44942.17578125,43109.33984375,44895.09765625,34244064430,18794000.0,843758465351.5625
2021-09-24,44894.30078125,45080.4921875,40936.55859375,42839.75,42839345714,18794900.0,805168817275.0
2021-09-25,42840.890625,42996.2578125,41759.921875,42716.59375,31604717236,18795800.0,802892552806.25
2021-09-26,42721.62890625,43919.30078125,40848.4609375,43208.5390625,30661222077,18796700.0,812177946196.0938
2021-09-27,43234.18359375,44313.24609375,42190.6328125,42235.73046875,30980029059,18797600.0,793930367059.375
2021-09-28,42200.8984375,42775.14453125,40931.6640625,41034.54296875,30214940550,18798500.0,771387855998.0469
2021-09-29,41064.984375,42545.2578125,40829.66796875,41564.36328125,30602359905,18799400.0,781385091069.5312
2021-09-30,41551.26953125,44092.6015625,41444.58203125,43790.89453125,31141681925,18800300.0,823281954455.8594
2021-10-01,43816.7421875,48436.01171875,43320.0234375,48116.94140625,42850641582,18801200.0,904656238767.1875
2021-10-02,48137.46875,48282.0625,47465.49609375,47711.48828125,30614346492,18802100.0,897076173812.8906
2021-10-03,47680.02734375,49130.69140625,47157.2890625,48199.953125,26638115879,18803000.0,906303718609.375
2021-10-04,48208.90625,49456.77734375,47045.00390625,49112.90234375,33383173002,18803900.0,923514104381.6406
2021-10-05,49174.9609375,51839.984375,49072.83984375,51514.8125,35873904236,18804800.0,968725746100.0
2021-10-06,51486.6640625,55568.46484375,50488.19140625,55361.44921875,49034730168,18805700.0,1041110805573.0469
2021-10-07,55338.625,55338.625,53525.46875,53805.984375,36807860413,18806600.0,1011907625746.875
2021-10-08,53802.14453125,55922.98046875,53688.0546875,53967.84765625,34800873924,18807500.0,1015000294794.9219
2021-10-09,53929.78125,55397.9453125,53735.14453125,54968.22265625,32491211414,18808400.0,1033864319007.8125
2021-10-10,54952.8203125,56401.3046875,54264.2578125,54771.578125,39527792364,18809300.0,1030215044426.5625
2021-10-11,54734.125,57793.0390625,54519.765625,57484.7890625,42637331698,18810200.0,1081300379223.4375
2021-10-12,57526.83203125,57627.87890625,54477.97265625,56041.05859375,41083758949,18811100.0,1054193957312.8906
2021-10-13,56038.2578125,57688.66015625,54370.97265625,57401.09765625,41684252783,18812000.0,1079829449109.375
2021-10-14,57372.83203125,58478.734375,56957.07421875,57321.5234375,36615791366,18812900.0,1078384088277.3438
2021-10-15,57345.90234375,62757.12890625,56868.14453125,61593.94921875,51780081801,18813800.0,1158816241811.7188
2021-10-16,61609.52734375,62274.4765625,60206.12109375,60892.1796875,34250964237,18814700.0,1145668093166.4062
2021-10-17,60887.65234375,61645.5234375,59164.46875,61553.6171875,29032367511,18815600.0,1158168239553.125
2021-10-18,61548.8046875,62614.66015625,60012.7578125,62026.078125,38055562075,18816500.0,1167113699039.0625
2021-10-19,62043.1640625,64434.53515625,61622.93359375,64261.9921875,40471196346,18817400.0,1209243611789.0625
2021-10-20,64284.5859375,66930.390625,63610.67578125,65992.8359375,40788955582,18818300.0,1241872984522.6562
2021-10-21,66002.234375,66600.546875,62117.41015625,62210.171875,45908121370,18819200.0,1170745666550.0
2021-10-22,62237.890625,63715.0234375,60122.796875,60692.265625,38434082775,18820100.0,1142234508289.0625
2021-10-23,60694.62890625,61743.87890625,59826.5234375,61393.6171875,26882546034,18821000.0,1155489269085.9375
2021-10-24,61368.34375,61505.8046875,59643.34375,60930.8359375,27316183882,18821900.0,1146834100932.0312
2021-10-25,60893.92578125,63729.32421875,60691.80078125,63039.82421875,31064911614,18822800.0,1186586003304.6875
2021-10-26,63032.76171875,63229.02734375,59991.16015625,60363.79296875,34878965587,18823700.0,1136269929705.8594
2021-10-27,60352.0,61435.18359375,58208.1875,58482.38671875,43657076893,18824600.0,1100907537025.7812
2021-10-28,58470.73046875,62128.6328125,58206.91796875,60622.13671875,45257083247,18825500.0,1141242034798.8281
2021-10-29,60624.87109375,62927.609375,60329.96484375,62227.96484375,36856881767,18826400.0,1171528557334.375
2021-10-30,62239.36328125,62330.14453125,60918.38671875,61888.83203125,32157938616,18827300.0,1165199607301.9531
2021-10-31,61850.48828125,62406.171875,60074.328125,61318.95703125,32241199927,18828200.0,1154525586775.7812
2021-11-01,61320.44921875,62419.00390625,59695.18359375,61004.40625,36150572843,18829100.0,1148658065721.875
2021-11-02,60963.25390625,64242.79296875,60673.0546875,63226.40234375,37746665647,18830000.0,1190553156132.8125
2021-11-03,63254.3359375,63516.9375,61184.23828125,62970.046875,36124731509,18830900.0,1185782655698.4375
2021-11-04,62941.8046875,63123.2890625,60799.6640625,61452.23046875,32615846901,18831800.0,1157256113741.4062
2021-11-05,61460.078125,62541.46875,60844.609375,61125.67578125,30605102446,18832700.0,1151161514285.5469
2021-11-06,61068.875,61590.68359375,60163.78125,61527.48046875,29094934221,18833600.0,1158783956156.25
2021-11-07,61554.921875,63326.98828125,61432.48828125,63326.98828125,24726754302,18834500.0,1192732160783.2031
2021-11-08,63344.06640625,67673.7421875,63344.06640625,67566.828125,41125608330,18835400.0,1272648234465.625
2021-11-09,67549.734375,68530.3359375,66382.0625,66971.828125,42357991721,18836300.0,1261501446110.9375
2021-11-10,66953.3359375,68789.625,63208.11328125,64995.23046875,48730828378,18837200.0,1224328155385.9375
2021-11-11,64978.890625,65579.015625,64180.48828125,64949.9609375,35880633236,18838100.0,1223533859136.7188
2021-11-12,64863.98046875,65460.81640625,62333.9140625,64155.94140625,36084893887,18839000.0,1208633780152.3438
2021-11-13,64158.12109375,64915.67578125,63303.734375,64469.52734375,30474228777,18839900.0,1214599448203.5156
2021-11-14,64455.37109375,65495.1796875,63647.80859375,65466.83984375,25122092191,18840800.0,1233447636128.125
2021-11-15,65521.2890625,66281.5703125,63548.14453125,63557.87109375,30558763548,18841700.0,1197538339787.1094
